c,idnew,trtid4,geoid10
6,1361,06037462001,"06037462001"
6,1362,06037462002,"06037462002"
4,1363,06037462100,"06037462100"
9,1364,06037462201,"06037462201"
9,1365,06037462202,"06037462202"
7,1366,06037462301,"06037462301"
10,1367,06037462302,"06037462302"
11,1368,06037462400,"06037462400"
11,1369,06037462500,"06037462500"
11,1370,06037462600,"06037462600"
9,1371,06037462700,"06037462700"
11,1372,06037462800,"06037462800"
9,1373,06037462900,"06037462900"
9,1374,06037463000,"06037463000"
9,1375,06037463101,"06037463101"
9,1376,06037463102,"06037463102"
9,1377,06037463200,"06037463200"
9,1378,06037463300,"06037463300"
9,1379,06037463400,"06037463400"
9,1380,06037463500,"06037463500"
9,1381,06037463601,"06037463601"
9,1382,06037463602,"06037463602"
11,1383,06037463700,"06037463700"
11,1384,06037463800,"06037463800"
11,1385,06037463900,"06037463900"
9,1386,06037464000,"06037464000"
8,1387,06037464100,"06037464100"
